occupation,id,gender,fame,birthyear 
sports,44286,male,star,1995
performer,2161,female,star,1960
performer,41469,male,star,1992
sports,30117,male,star,1993
performer,20389,female,star,1978
performer,33135,male,superstar,1958
sports,7476,male,superstar,1990
performer,1956,male,star,1979
performer,24656,female,superstar,1962
sports,13764,female,star,1988
sports,23389,male,rising,1992
sports,8365,male,star,1984
performer,23610,male,superstar,1985
politics,3980,male,star,1969
sports,3811,female,rising,1991
sports,21980,male,star,1960
sports,41810,female,star,1994
performer,34335,female,star,1988
performer,1579,female,superstar,1986
creator,34286,male,superstar,1955
politics,7702,male,star,1949
performer,22396,male,star,1965
creator,1317,female,star,1961
sports,16796,female,star,1995
sports,38428,male,star,1981
sports,33505,male,star,1977
sports,35158,male,star,1989
creator,41252,female,superstar,1970
sports,28548,male,star,1997
performer,46878,male,star,1960
sports,29541,male,superstar,1990
performer,8359,male,star,1965
science,38486,male,star,1958
creator,23223,female,star,1948
performer,28814,male,star,1990
sports,7988,male,superstar,1991
sports,23091,male,star,1994
creator,16821,male,star,1964
creator,604,female,superstar,1968
performer,8460,male,rising,1976
creator,31417,male,star,1965
sports,858,male,star,1981
professional,16697,male,superstar,1982
performer,16006,male,star,1942
sports,24484,male,star,1988
politics,8900,male,star,1969
sports,24096,male,star,1994
sports,8204,female,rising,1966
manager,22285,male,superstar,1968
sports,38461,male,star,1990
performer,3387,male,superstar,1975
sports,9577,male,star,1996
politics,17715,female,star,1956
sports,2853,male,star,1984
performer,29684,male,superstar,1976
performer,10773,male,superstar,1983
creator,3409,male,star,1975
performer,43810,male,star,1975
politics,26548,female,star,1961
sports,10156,male,star,1977
creator,18514,male,star,1967
performer,20794,female,star,1963
performer,33411,female,superstar,1983
performer,7490,male,star,1972
performer,45635,male,superstar,1990
performer,35792,male,star,1985
performer,12871,female,star,1995
performer,41475,male,star,1971
performer,27246,male,star,1980
performer,3571,female,star,1988
performer,13521,male,star,2000
performer,2427,female,star,1976
sports,47488,male,star,1988
sports,6688,male,star,1988
sports,42289,male,star,1991
performer,40717,female,star,1966
performer,19124,male,star,1964
performer,37434,female,star,1973
politics,2958,male,star,1972
sports,36232,male,star,1991
creator,31514,male,star,1948
performer,26228,male,superstar,1965
creator,9239,male,star,2000
sports,20856,male,superstar,1956
creator,7994,male,star,1953
creator,14213,male,star,1971
creator,12652,female,superstar,1986
sports,34965,male,superstar,1990
science,21088,male,rising,1952
performer,29482,female,star,1978
creator,16497,male,star,1971
performer,41965,male,superstar,1987
performer,30612,male,star,1983
sports,40383,male,star,1987
performer,36936,male,superstar,1997
sports,42663,female,star,1988
science,1086,male,star,1965
sports,13197,male,star,1993
performer,47872,male,superstar,1983
creator,28035,male,star,1974
sports,41493,male,rising,1988
creator,25934,male,superstar,1971
sports,17317,male,star,1991
creator,15854,male,superstar,1951
politics,8605,male,rising,1968
creator,43787,male,star,1987
sports,1286,male,star,1991
science,42888,male,star,1974
sports,20714,male,star,1982
politics,19167,male,star,1962
performer,40654,female,star,1959
creator,17018,male,star,1952
sports,13635,male,star,1983
manager,27924,male,star,1952
performer,3106,male,star,1982
sports,14207,male,star,1976
performer,35984,male,star,1977
sports,9638,male,superstar,1972
sports,25090,male,star,1991
sports,34504,male,star,1984
performer,21535,male,superstar,1972
sports,34137,male,star,1988
sports,20504,female,superstar,1991
creator,4558,male,star,1984
sports,24290,male,star,1986
sports,34957,male,star,1986
manager,5745,male,star,1967
performer,28057,male,star,1964
sports,40825,male,star,1979
sports,25810,male,rising,1987
sports,11711,male,star,1991
performer,2439,female,star,2001
professional,46617,male,superstar,1960
creator,35457,female,superstar,1966
creator,30169,male,star,1975
politics,34564,male,star,1977
manager,35950,male,star,1983
sports,5663,male,star,1988
politics,17953,male,star,1943
creator,1719,male,superstar,1963
creator,3661,female,star,2000
sports,25666,male,star,1989
performer,17114,female,star,1981
sports,2190,male,rising,2000
professional,48108,male,star,1970
politics,20684,male,star,1977
performer,28784,female,superstar,1970
manager,5737,male,superstar,1985
creator,44644,male,star,1986
science,45626,male,star,1949
performer,9493,male,star,1991
sports,7563,female,star,1989
creator,45870,male,superstar,1963
performer,7958,female,star,1989
performer,6515,male,star,1983
performer,13834,female,star,1989
performer,20660,female,star,1953
sports,32314,female,star,1983
sports,42646,male,star,1972
sports,8813,male,star,1991
performer,47931,male,star,1958
sports,32009,female,star,1992
performer,42679,male,superstar,1979
performer,47347,male,superstar,1991
creator,48234,male,star,1967
performer,12509,male,star,1974
performer,9200,male,star,1982
sports,7379,male,star,1989
professional,4521,male,star,1962
sports,3598,female,star,1984
performer,7747,female,star,1975
politics,11566,male,superstar,1946
sports,29956,male,star,1985
performer,26130,male,star,1990
performer,42850,male,star,1970
creator,35445,male,superstar,1973
creator,2592,male,star,1965
performer,10902,male,star,1962
performer,28178,female,star,1949
creator,38318,male,star,2000
creator,7469,male,star,1959
sports,18618,female,star,1981
sports,27309,male,superstar,1986
performer,44004,female,star,1994
performer,18353,female,rising,1968
creator,3856,male,superstar,1981
sports,43800,male,star,1997
sports,18391,male,star,1975
sports,5471,male,star,1990
performer,19806,male,superstar,1963
sports,29344,male,star,1975
politics,41960,male,star,1961
professional,12725,female,star,2000
sports,14610,female,star,1988
performer,3212,male,star,1955
sports,11341,male,star,1989
sports,8417,male,star,1983
manager,41771,male,superstar,1954
politics,33025,male,star,1975
performer,3733,female,superstar,1986
sports,3737,male,star,1987
politics,20351,male,star,1971
professional,41167,male,star,1977
performer,2156,nonbinary,superstar,1992
sports,30688,male,superstar,1986
sports,5620,male,star,1991
sports,10653,male,star,1996
politics,36436,female,star,1978
politics,44,female,star,1979
creator,18046,male,star,1977
sports,2310,female,star,1989
sports,43480,male,star,1981
sports,1219,male,star,1962
performer,7483,male,superstar,1974
creator,41242,female,star,1963
sports,30348,male,star,1992
sports,3271,male,star,1983
sports,40533,male,star,1993
sports,2016,male,superstar,1966
sports,39511,male,star,1993
sports,45490,male,star,1986
professional,45159,male,superstar,1975
sports,48008,male,star,1948
sports,4618,male,star,1977
performer,26580,female,star,1986
sports,11587,male,star,1991
performer,45538,female,superstar,1974
sports,15131,male,star,1985
sports,16946,male,rising,1993
sports,2120,male,star,1976
sports,21998,male,star,1984
politics,29778,male,star,1940
sports,9446,male,superstar,1975
creator,40209,male,superstar,1969
performer,32192,male,star,1947
creator,28560,female,star,1980
sports,8482,female,star,1962
creator,32196,female,superstar,1987
sports,39429,male,star,1990
performer,21652,male,superstar,1987
sports,6831,male,star,1981
sports,29265,male,star,1988
performer,8318,male,superstar,1981
performer,47768,female,star,1984
sports,11199,male,rising,1997
politics,25847,female,star,1948
creator,39813,female,superstar,1973
performer,13803,female,star,1958
creator,23154,female,star,1972
sports,38593,male,rising,1990
politics,22977,female,star,1978
performer,34784,male,star,1964
creator,44118,male,star,1978
sports,18776,male,superstar,1989
creator,41733,male,star,1958
sports,17866,male,rising,1962
sports,15230,male,star,1996
performer,13581,female,star,1988
performer,5524,female,superstar,1942
performer,45993,male,star,1979
sports,38043,male,star,1996
creator,10065,male,star,1963
manager,34510,male,star,1974
performer,32197,female,star,1991
performer,16140,female,superstar,1989
sports,6215,male,star,1981
sports,9893,female,rising,1993
performer,22563,female,star,1993
sports,19881,male,star,1994
sports,3091,male,star,1988
creator,23019,male,star,1950
sports,40602,male,star,1989
sports,8584,male,star,1993
science,13250,male,star,1973
performer,38868,male,star,1993
manager,25277,male,star,1974
performer,11272,female,superstar,1983
performer,12667,male,star,1972
performer,10133,male,superstar,1964
performer,21404,male,superstar,1966
sports,7165,male,star,1992
manager,14336,male,superstar,1962
performer,8968,female,star,2001
performer,26071,male,star,1985
performer,15473,male,superstar,1980
sports,13923,male,star,1962
sports,42242,male,star,1993
creator,26243,male,star,1963
sports,8994,male,star,1993
sports,23867,female,star,1993
performer,39147,male,star,1972
sports,38518,male,star,1990
science,11349,male,rising,1974
performer,18564,female,star,1984
creator,861,male,star,1987
performer,27733,female,superstar,1976
sports,35518,male,rising,1988
sports,4993,male,star,1988
performer,29381,male,star,1969
performer,22086,male,superstar,1979
sports,1148,male,star,1979
performer,3024,male,star,1954
performer,39695,male,star,1987
sports,26156,male,star,1993
sports,9057,female,star,1985
sports,48262,male,star,1972
sports,46146,male,star,1991
performer,28002,male,superstar,1974
performer,26589,female,star,1972
sports,18017,male,superstar,1976
creator,4097,male,star,1972
performer,46446,female,superstar,1972
creator,19261,male,star,1964
manager,45926,male,superstar,1968
sports,36379,female,star,1988
performer,20154,female,star,1988
sports,18748,male,star,1991
sports,14801,male,star,1996
sports,46660,male,star,1968
performer,17735,male,star,1945
sports,41790,female,star,1982
creator,22238,male,superstar,1967
performer,15114,male,star,1965
manager,46644,male,star,1977
politics,10551,male,star,1974
politics,30063,female,star,1976
performer,24162,female,star,1984
sports,1709,male,star,1988
sports,38806,male,star,1981
performer,3662,female,star,1982
